Municipio,Potencia,Grupo,Fecha,Provincia,__mun_key__,LATITUD_ETRS89,LONGITUD_ETRS89
Cabanes,56.0,Solar,2008-09-18,Castellon,cabanes,"40,15548204","0,04265634"
Museros,100.0,Solar,2008-09-18,Valencia,museros,"39,56418171","-0,34168706"
Utiel,50.0,Solar,2008-09-18,Valencia,utiel,"39,56715497","-1,20538601"
Riba-roja de TÃºria,25.0,Solar,2008-09-18,Valencia,riba roja taoria,,
Riba-roja de TÃºria,50.0,Solar,2008-09-18,Valencia,riba roja taoria,,
Manises,99.9,Solar,2008-09-18,Valencia,manises,"39,49163946","-0,45700309"
Manises,99.9,Solar,2008-09-18,Valencia,manises,"39,49163946","-0,45700309"
Manises,80.0,Solar,2008-09-18,Valencia,manises,"39,49163946","-0,45700309"
Font de la Figuera (la),50.0,Solar,2008-09-18,Valencia,font figuera,"38,80692932","-0,8808594"
AlcalÃ  de Xivert,91.5,Solar,2008-09-18,Castellon,alcala xivert,"40,30417404","0,22571524"
BenigÃ¡nim,400.0,Solar,2008-09-18,Valencia,beniga!nim,,
AlcalÃ  de Xivert,80.5,Solar,2008-09-18,Castellon,alcala xivert,"40,30417404","0,22571524"
Onda,1500.0,Solar,2008-09-18,Castellon,onda,"39,96420713","-0,26316353"
Granja de Rocamora,30.0,Solar,2008-09-19,Alicante,granja rocamora,"38,15262779","-0,89001674"
Picassent,30.0,Solar,2008-09-19,Valencia,picassent,"39,36274319","-0,45913698"
Manises,12.0,Solar,2008-09-19,Valencia,manises,"39,49163946","-0,45700309"
Museros,100.0,Solar,2008-09-19,Valencia,museros,"39,56418171","-0,34168706"
BenigÃ¡nim,37.0,Solar,2008-09-19,Valencia,beniga!nim,,
Picassent,50.0,Solar,2008-09-19,Valencia,picassent,"39,36274319","-0,45913698"
Picassent,50.0,Solar,2008-09-19,Valencia,picassent,"39,36274319","-0,45913698"
AlaquÃ s,99.0,Solar,2008-09-19,Valencia,alaqua s,,
Beniparrell,12.0,Solar,2008-09-19,Valencia,beniparrell,"39,38189594","-0,41096159"
Paterna,30.0,Solar,2008-09-19,Valencia,paterna,"39,50273688","-0,44257379"
SedavÃ­,5.0,Solar,2008-09-18,Valencia,sedava,,
Riba-roja de TÃºria,100.0,Solar,2008-09-18,Valencia,riba roja taoria,,
SedavÃ­,5.0,Solar,2008-09-18,Valencia,sedava,,
Manuel,96.0,Solar,2008-09-18,Valencia,manuel,"39,05016654","-0,49270651"
Ayora,9.9,Solar,2008-09-18,Valencia,ayora,"39,05979756","-1,05608454"
Jalance,10.0,Solar,2008-09-18,Valencia,jalance,"39,19197816","-1,07743184"
Mogente/Moixent,50.0,Solar,2008-09-18,Valencia,mogente moixent,,
Villajoyosa/Vila Joiosa (la),99.75,Solar,2008-09-18,Alicante,villajoyosa vila joiosa,,
Elche/Elx,100.0,Solar,2008-09-18,Alicante,elche elx,,
Alicante/Alacant,100.0,Solar,2008-09-18,Alicante,alicante alacant,,
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,80.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Benassal,40.0,Solar,2008-09-18,Castellon,benassal,"40,37977391","-0,14242485"
Cocentaina,80.0,Solar,2008-09-18,Alicante,cocentaina,"38,74541202","-0,44022067"
Cocentaina,80.0,Solar,2008-09-18,Alicante,cocentaina,"38,74541202","-0,44022067"
Cocentaina,80.0,Solar,2008-09-18,Alicante,cocentaina,"38,74541202","-0,44022067"
Olleria (l'),80.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Olleria (l'),100.0,Solar,2008-09-18,Valencia,olleria,,
Picassent,30.0,Solar,2008-09-18,Valencia,picassent,"39,36274319","-0,45913698"
Riba-roja de TÃºria,20.0,Solar,2008-09-18,Valencia,riba roja taoria,,
Eliana (l'),19.8,Solar,2008-09-18,Valencia,eliana,,
Picassent,40.0,Solar,2008-09-18,Valencia,picassent,"39,36274319","-0,45913698"
BÃ©tera,4.6,Solar,2008-09-18,Valencia,ba c tera,,
Quartell,100.0,Solar,2008-09-18,Valencia,quartell,"39,73790192","-0,26415029"
Torrent,50.0,Solar,2008-09-18,Valencia,torrent,"41,95196888","3,12712171"
Mogente/Moixent,56.0,Solar,2008-09-18,Valencia,mogente moixent,,
Alginet,5.0,Solar,2008-09-18,Valencia,alginet,"39,26153042","-0,46964795"
Riba-roja de TÃºria,10.0,Solar,2008-09-18,Valencia,riba roja taoria,,
AlaquÃ s,45.0,Solar,2008-09-18,Valencia,alaqua s,,
Paterna,48.0,Solar,2008-09-18,Valencia,paterna,"39,50273688","-0,44257379"
Paterna,99.0,Solar,2008-09-18,Valencia,paterna,"39,50273688","-0,44257379"
Pobla de Vallbona (la),36.0,Solar,2008-09-18,Valencia,pobla vallbona,"39,59242058","-0,55296899"
Utiel,42.0,Solar,2008-09-18,Valencia,utiel,"39,56715497","-1,20538601"
Catarroja,20.0,Solar,2008-09-18,Valencia,catarroja,"39,40248625","-0,40311595"
AlcÃºdia (l'),20.0,Solar,2008-09-18,Valencia,alcaodia,,
Atzeneta d'Albaida,3.5,Solar,2008-09-18,Valencia,atzeneta d'albaida,"38,83589893","-0,495902896"
Agullent,96.0,Solar,2008-09-18,Valencia,agullent,"38,82328684","-0,547412038"
Quartell,100.0,Solar,2008-09-18,Valencia,quartell,"39,73790192","-0,26415029"
Alginet,15.0,Solar,2008-09-18,Valencia,alginet,"39,26153042","-0,46964795"
Alginet,25.0,Solar,2008-09-18,Valencia,alginet,"39,26153042","-0,46964795"
Alginet,15.0,Solar,2008-09-18,Valencia,alginet,"39,26153042","-0,46964795"
Alginet,25.0,Solar,2008-09-18,Valencia,alginet,"39,26153042","-0,46964795"
Requena,75.0,Solar,2008-09-19,Valencia,requena,"39,48606411","-1,10026975"
XÃ tiva,35.5,Solar,2008-09-19,Valencia,xa tiva,,
Gandia,96.0,Solar,2008-09-19,Valencia,gandia,"38,96736579","-0,17941691"
CastellÃ³ de Rugat,78.0,Solar,2008-09-19,Valencia,castella3 rugat,,
MonÃ³var/MonÃ²ver,50.0,Solar,2008-09-19,Alicante,mona3var mona2ver,,
Aielo de Malferit,7.5,Solar,2008-09-19,Valencia,aielo malferit,"38,87774947","-0,5914752"
Mogente/Moixent,99.6,Solar,2008-09-19,Valencia,mogente moixent,,
Albaida,9.9,Solar,2008-09-19,Valencia,albaida,"38,84180459","-0,51986706"
Mogente/Moixent,99.6,Solar,2008-09-19,Valencia,mogente moixent,,
Villar del Arzobispo,7.5,Solar,2008-09-18,Valencia,villar arzobispo,"39,73297057","-0,8243642"
Elche/Elx,2.5,Solar,2008-09-18,Alicante,elche elx,,
AlmÃ ssera,21.0,Solar,2008-09-18,Valencia,alma ssera,,
Albal,100.0,Solar,2008-09-18,Valencia,albal,"39,39740473","-0,413172841"
Riba-roja de TÃºria,40.0,Solar,2008-09-18,Valencia,riba roja taoria,,
Riba-roja de TÃºria,40.0,Solar,2008-09-18,Valencia,riba roja taoria,,
Bellreguard,20.0,Solar,2008-09-18,Valencia,bellreguard,"38,94530865","-0,16184473"
Almussafes,100.0,Solar,2008-09-18,Valencia,almussafes,"39,29004877","-0,41293657"
Albal,48.0,Solar,2008-09-18,Valencia,albal,"39,39740473","-0,413172841"
AlgemesÃ­,24.0,Solar,2008-09-18,Valencia,algemesa,,
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
Villena,100.0,Solar,2008-09-18,Alicante,villena,"38,62963811","-0,86138343"
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,96.6,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,100.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,23.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,23.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,23.0,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,4.6,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,4.6,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,4.6,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,4.6,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,4.6,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,4.6,Solar,2008-09-18,Alicante,mona3var mona2ver,,
MonÃ³var/MonÃ²ver,3.3,Solar,2008-09-18,Alicante,mona3var mona2ver,,
Alberic,96.0,Solar,2008-09-18,Valencia,alberic,"39,11685193","-0,51744033"
Albaida,20.0,Solar,2008-09-18,Valencia,albaida,"38,84180459","-0,51986706"
Alginet,30.0,Solar,2008-09-18,Valencia,alginet,"39,26153042","-0,46964795"
Alginet,30.0,Solar,2008-09-18,Valencia,alginet,"39,26153042","-0,46964795"
Alginet,15.0,Solar,2008-09-18,Valencia,alginet,"39,26153042","-0,46964795"
Alginet,15.0,Solar,2008-09-18,Valencia,alginet,"39,26153042","-0,46964795"
Alginet,15.0,Solar,2008-09-18,Valencia,alginet,"39,26153042","-0,46964795"
Alginet,15.0,Solar,2008-09-18,Valencia,alginet,"39,26153042","-0,46964795"
Pobla de Vallbona (la),10.0,Solar,2008-09-19,Valencia,pobla vallbona,"39,59242058","-0,55296899"
Quartell,100.0,Solar,2008-09-19,Valencia,quartell,"39,73790192","-0,26415029"
Quartell,100.0,Solar,2008-09-19,Valencia,quartell,"39,73790192","-0,26415029"
Mogente/Moixent,56.0,Solar,2008-09-19,Valencia,mogente moixent,,
Paterna,30.0,Solar,2008-09-19,Valencia,paterna,"39,50273688","-0,44257379"
Ayora,40.0,Solar,2008-09-19,Valencia,ayora,"39,05979756","-1,05608454"
Albalat de la Ribera,40.0,Solar,2008-09-19,Valencia,albalat ribera,"39,20103013","-0,386688709"
Quartell,100.0,Solar,2008-09-19,Valencia,quartell,"39,73790192","-0,26415029"
Quartell,100.0,Solar,2008-09-19,Valencia,quartell,"39,73790192","-0,26415029"
Picanya,7.5,Solar,2008-09-19,Valencia,picanya,"39,43592093","-0,43572711"
Benissa,37.5,Solar,2008-09-19,Alicante,benissa,"38,7151969","0,05043358"
Nucia (la),37.5,Solar,2008-09-19,Alicante,nucia,"38,61761623","-0,12289748"
BenifaiÃ³,20.0,Solar,2008-09-19,Valencia,benifaia3,,
Font d'En CarrÃ²s (la),7.5,Solar,2008-09-19,Valencia,font d'en carra2s,,
Agullent,50.0,Solar,2008-09-19,Valencia,agullent,"38,82328684","-0,547412038"
Agullent,100.0,Solar,2008-09-19,Valencia,agullent,"38,82328684","-0,547412038"
Agullent,50.0,Solar,2008-09-19,Valencia,agullent,"38,82328684","-0,547412038"
Vallada,13.8,Solar,2008-09-19,Valencia,vallada,"38,89460302","-0,69205225"
Utiel,100.0,Solar,2008-09-19,Valencia,utiel,"39,56715497","-1,20538601"
Almussafes,96.0,Solar,2008-09-19,Valencia,almussafes,"39,29004877","-0,41293657"
Pobla de Vallbona (la),75.0,Solar,2008-09-19,Valencia,pobla vallbona,"39,59242058","-0,55296899"
Catarroja,20.0,Solar,2008-09-19,Valencia,catarroja,"39,40248625","-0,40311595"
Vall d'Alba,10.0,Solar,2008-09-19,Castellon,vall d'alba,"40,17552005","-0,03507496"
Alboraya,46.6,Solar,2008-09-19,Valencia,alboraya,,
Albuixech,60.0,Solar,2008-09-19,Valencia,albuixech,"39,54500337","-0,32290668"
Cofrentes,20.0,Solar,2008-09-19,Valencia,cofrentes,"39,23015338","-1,06219832"
Agullent,100.0,Solar,2008-09-19,Valencia,agullent,"38,82328684","-0,547412038"
Moncada,6.9,Solar,2008-09-19,Valencia,moncada,"39,54537844","-0,39446412"
CastellÃ³ de Rugat,39.6,Solar,2008-09-19,Valencia,castella3 rugat,,
Vilamarxant,64.0,Solar,2008-09-19,Valencia,vilamarxant,"39,56885036","-0,6217647"
Picassent,25.0,Solar,2008-09-19,Valencia,picassent,"39,36274319","-0,45913698"
Aielo de Malferit,12.0,Solar,2008-09-19,Valencia,aielo malferit,"38,87774947","-0,5914752"
Ontinyent,10.0,Solar,2008-09-19,Valencia,ontinyent,"38,82288129","-0,60649062"
AlfarrasÃ­,96.0,Solar,2008-09-19,Valencia,alfarrasa,,
LlÃ­ria,100.0,Solar,2008-09-19,Valencia,llaria,,
Paiporta,50.0,Solar,2008-09-19,Valencia,paiporta,"39,42831198","-0,41879076"
BuÃ±ol,19.8,Solar,2008-09-19,Valencia,bua+ ol,,
Cheste,32.0,Solar,2008-09-19,Valencia,cheste,"39,49486693","-0,68276913"
Alicante/Alacant,35.0,Solar,2008-09-19,Alicante,alicante alacant,,
NÃ¡quera,40.0,Solar,2008-09-19,Valencia,na!quera,,
Pobla de Vallbona (la),27.6,Solar,2008-09-19,Valencia,pobla vallbona,"39,59242058","-0,55296899"
Pobla de Vallbona (la),13.8,Solar,2008-09-19,Valencia,pobla vallbona,"39,59242058","-0,55296899"
Torrent,60.0,Solar,2008-09-19,Valencia,torrent,"41,95196888","3,12712171"
AlaquÃ s,36.0,Solar,2008-09-19,Valencia,alaqua s,,
Bellreguard,50.0,Solar,2008-09-19,Valencia,bellreguard,"38,94530865","-0,16184473"
Oliva,50.0,Solar,2008-09-19,Valencia,oliva,"28,60953732","-13,92631762"
AlcÃ sser,8.4,Solar,2008-09-19,Valencia,alca sser,,
Ayora,84.0,Solar,2008-09-19,Valencia,ayora,"39,05979756","-1,05608454"
Valencia,30.0,Solar,2008-09-22,Valencia,valencia,"39,47534441","-0,37565717"
Alginet,25.0,Solar,2008-09-23,Valencia,alginet,"39,26153042","-0,46964795"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
Morella,99.0,Solar,2008-09-23,Castellon,morella,"40,61933991","-0,10023042"
XÃ tiva,15.0,Solar,2008-09-22,Valencia,xa tiva,,
XÃ tiva,77.9,Solar,2008-09-22,Valencia,xa tiva,,
Picassent,100.0,Solar,2008-09-22,Valencia,picassent,"39,36274319","-0,45913698"
Albal,30.0,Solar,2008-09-22,Valencia,albal,"39,39740473","-0,413172841"
AlgemesÃ­,5.0,Solar,2008-09-22,Valencia,algemesa,,
Carcaixent,40.0,Solar,2008-09-22,Valencia,carcaixent,"39,12276198","-0,44698055"
Requena,30.0,Solar,2008-09-22,Valencia,requena,"39,48606411","-1,10026975"
Quatretonda,10.0,Solar,2008-09-22,Valencia,quatretonda,"38,94564511","-0,40245924"
Utiel,35.0,Solar,2008-09-22,Valencia,utiel,"39,56715497","-1,20538601"
Palmera,80.0,Solar,2008-09-22,Valencia,palmera,"38,94190989","-0,15177074"
AlcÃºdia (l'),50.0,Solar,2008-09-22,Valencia,alcaodia,,
Xirivella,20.0,Solar,2008-09-22,Valencia,xirivella,"39,46575132","-0,4252401"
Valencia,2.5,Solar,2008-09-22,Valencia,valencia,"39,47534441","-0,37565717"
Ontinyent,30.0,Solar,2008-09-22,Valencia,ontinyent,"38,82288129","-0,60649062"
Venta del Moro,60.0,Solar,2008-09-22,Valencia,venta moro,"39,48386851","-1,35639044"
Burjassot,15.0,Solar,2008-09-22,Valencia,burjassot,"39,50973203","-0,41266051"
BÃ¨lgida,10.0,Solar,2008-09-22,Valencia,"ba""lgida",,
Massanassa,39.0,Solar,2008-09-22,Valencia,massanassa,"39,40993709","-0,39951769"
Aielo de Malferit,5.0,Solar,2008-09-22,Valencia,aielo malferit,"38,87774947","-0,5914752"
AlcÃºdia (l'),5.0,Solar,2008-09-22,Valencia,alcaodia,,
Xirivella,15.0,Solar,2008-09-22,Valencia,xirivella,"39,46575132","-0,4252401"
Alzira,100.0,Solar,2008-09-22,Valencia,alzira,"39,14944832","-0,43554456"
BonrepÃ²s i Mirambell,39.0,Solar,2008-09-22,Valencia,bonrepa2s i mirambell,,
Museros,60.0,Solar,2008-09-22,Valencia,museros,"39,56418171","-0,34168706"
Pobla Llarga (la),40.0,Solar,2008-09-22,Valencia,pobla llarga,"39,08408601","-0,47555312"
Picanya,100.0,Solar,2008-09-22,Valencia,picanya,"39,43592093","-0,43572711"
Picanya,45.0,Solar,2008-09-22,Valencia,picanya,"39,43592093","-0,43572711"
Quartell,100.0,Solar,2008-09-22,Valencia,quartell,"39,73790192","-0,26415029"
Chiva,80.0,Solar,2008-09-22,Valencia,chiva,"39,47156","-0,716975927"
AlmoradÃ­,100.0,Solar,2008-09-23,Alicante,almorada,,
AlmoradÃ­,100.0,Solar,2008-09-23,Alicante,almorada,,
