Municipio,Potencia,Grupo,Fecha,Provincia
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Corella,5.0,Solar,2008-07-23,Navarra
Olite,10.92,Solar,2008-07-15,Navarra
Olite,10.92,Solar,2008-07-15,Navarra
Olite,10.92,Solar,2008-07-15,Navarra
Olite,10.92,Solar,2008-07-15,Navarra
Olite,10.92,Solar,2008-07-15,Navarra
Olite,10.92,Solar,2008-07-15,Navarra
Olite,10.92,Solar,2008-07-15,Navarra
Olite,21.84,Solar,2008-07-15,Navarra
Olite,21.84,Solar,2008-07-15,Navarra
Olite,10.92,Solar,2008-07-15,Navarra
Olite,10.92,Solar,2008-07-15,Navarra
Olite,10.92,Solar,2008-07-15,Navarra
Olite,10.92,Solar,2008-07-15,Navarra
Olite,10.92,Solar,2008-07-15,Navarra
Larraga,25.0,Solar,2008-07-15,Navarra
Tudela,99.0,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,19.8,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,19.8,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,19.8,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,19.8,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,59.4,Solar,2008-08-07,Navarra
Tudela,39.6,Solar,2008-08-07,Navarra
Tudela,39.6,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,19.8,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,19.8,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,49.5,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,19.8,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,59.4,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,49.5,Solar,2008-08-07,Navarra
Tudela,49.5,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,19.8,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,19.8,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,49.5,Solar,2008-08-07,Navarra
Tudela,49.5,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,49.5,Solar,2008-08-07,Navarra
Tudela,99.0,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,99.0,Solar,2008-08-07,Navarra
Tudela,59.4,Solar,2008-08-07,Navarra
Tudela,29.7,Solar,2008-08-07,Navarra
Tudela,9.9,Solar,2008-08-07,Navarra
Tudela,99.0,Solar,2008-08-07,Navarra
Fontellas,40.0,Solar,2008-08-06,Navarra
Cizur,45.0,Solar,2008-08-06,Navarra
Ribaforada,30.0,Solar,2008-08-05,Navarra
Ribaforada,15.0,Solar,2008-08-05,Navarra
Fustiñana,9.9,Solar,2008-08-05,Navarra
Tudela,5.0,Solar,2008-08-04,Navarra
Tudela,5.0,Solar,2008-08-04,Navarra
Tudela,5.0,Solar,2008-08-04,Navarra
Tudela,5.0,Solar,2008-08-04,Navarra
Tudela,5.0,Solar,2008-08-04,Navarra
Tudela,56.6,Solar,2008-08-01,Navarra
Falces,1.1,Solar,2008-07-30,Navarra
Tafalla,20.0,Solar,2008-06-19,Navarra
Tafalla,20.0,Solar,2008-06-19,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Villafranca,25.0,Solar,2008-07-22,Navarra
Tudela,10.0,Solar,2008-08-08,Navarra
Tudela,5.0,Solar,2008-08-08,Navarra
Tudela,5.0,Solar,2008-08-08,Navarra
Tudela,5.0,Solar,2008-08-08,Navarra
Tudela,5.0,Solar,2008-08-08,Navarra
Tudela,5.0,Solar,2008-08-08,Navarra
Tudela,5.0,Solar,2008-08-08,Navarra
Tudela,5.0,Solar,2008-08-08,Navarra
Tudela,5.0,Solar,2008-08-08,Navarra
Tudela,5.0,Solar,2008-08-08,Navarra
Tudela,5.0,Solar,2008-08-08,Navarra
Tudela,10.0,Solar,2008-08-08,Navarra
Tudela,10.0,Solar,2008-08-08,Navarra
Tudela,10.0,Solar,2008-08-08,Navarra
Tudela,10.0,Solar,2008-08-08,Navarra
Tudela,10.0,Solar,2008-08-08,Navarra
Tudela,10.0,Solar,2008-08-08,Navarra
Tudela,10.0,Solar,2008-08-08,Navarra
Tudela,45.0,Solar,2008-08-08,Navarra
Lerín,100.0,Solar,2008-08-08,Navarra
Tudela,25.0,Solar,2008-08-08,Navarra
Dicastillo,60.0,Solar,2008-08-08,Navarra
Arakil,5.0,Solar,2008-08-08,Navarra
Ribaforada,15.0,Solar,2008-08-08,Navarra
Tudela,9.9,Solar,2008-08-08,Navarra
Tudela,9.9,Solar,2008-08-08,Navarra
Tudela,9.9,Solar,2008-08-08,Navarra
Tudela,9.9,Solar,2008-08-08,Navarra
Arcos (Los),100.0,Solar,2008-09-16,Navarra
Arcos (Los),100.0,Solar,2008-09-16,Navarra
Arcos (Los),100.0,Solar,2008-09-16,Navarra
Arcos (Los),100.0,Solar,2008-09-16,Navarra
Arcos (Los),100.0,Solar,2008-09-16,Navarra
Arcos (Los),50.0,Solar,2008-09-16,Navarra
Arcos (Los),50.0,Solar,2008-09-16,Navarra
Arcos (Los),50.0,Solar,2008-09-16,Navarra
Arcos (Los),50.0,Solar,2008-09-16,Navarra
Arcos (Los),50.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),25.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Arcos (Los),5.0,Solar,2008-09-16,Navarra
Tudela,9.9,Solar,2008-09-16,Navarra
Tudela,19.8,Solar,2008-09-16,Navarra
Tudela,19.8,Solar,2008-09-16,Navarra
Tudela,9.9,Solar,2008-09-16,Navarra
Marcilla,100.0,Solar,2008-09-10,Navarra
Marcilla,100.0,Solar,2008-09-10,Navarra
Marcilla,100.0,Solar,2008-09-10,Navarra
Peralta,5.0,Solar,2008-09-15,Navarra
Peralta,5.0,Solar,2008-09-15,Navarra
Peralta,5.0,Solar,2008-09-15,Navarra
Peralta,5.0,Solar,2008-09-15,Navarra
Peralta,5.0,Solar,2008-09-15,Navarra
Peralta,5.0,Solar,2008-09-15,Navarra
Peralta,5.0,Solar,2008-09-15,Navarra
Peralta,5.0,Solar,2008-09-15,Navarra
Peralta,5.0,Solar,2008-09-15,Navarra
Peralta,5.0,Solar,2008-09-15,Navarra
Peralta,5.0,Solar,2008-09-15,Navarra
Peralta,5.0,Solar,2008-09-15,Navarra
Cáseda,10.0,Solar,2008-09-09,Navarra
Cáseda,10.0,Solar,2008-09-09,Navarra
Cáseda,10.0,Solar,2008-09-09,Navarra
Cáseda,10.0,Solar,2008-09-09,Navarra
Cáseda,10.0,Solar,2008-09-09,Navarra
Cáseda,10.0,Solar,2008-09-09,Navarra
Cáseda,10.0,Solar,2008-09-09,Navarra
Cáseda,5.0,Solar,2008-09-09,Navarra
Cáseda,5.0,Solar,2008-09-09,Navarra
Cáseda,5.0,Solar,2008-09-09,Navarra
Cáseda,5.0,Solar,2008-09-09,Navarra
Cáseda,20.0,Solar,2008-09-09,Navarra
Cáseda,10.0,Solar,2008-09-09,Navarra
Cáseda,30.0,Solar,2008-09-09,Navarra
Cáseda,30.0,Solar,2008-09-09,Navarra
Cáseda,30.0,Solar,2008-09-09,Navarra
Cáseda,30.0,Solar,2008-09-09,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Ablitas,10.0,Solar,2008-09-08,Navarra
Tudela,100.0,Solar,2008-08-21,Navarra
Tudela,100.0,Solar,2008-08-21,Navarra
Tudela,100.0,Solar,2008-08-21,Navarra
Tudela,100.0,Solar,2008-08-21,Navarra
Tudela,100.0,Solar,2008-08-21,Navarra
Tudela,100.0,Solar,2008-08-21,Navarra
Tudela,100.0,Solar,2008-08-21,Navarra
Tudela,100.0,Solar,2008-08-21,Navarra
Tudela,100.0,Solar,2008-08-21,Navarra
Tudela,50.0,Solar,2008-08-21,Navarra
Tudela,50.0,Solar,2008-08-21,Navarra
Tudela,50.0,Solar,2008-08-21,Navarra
Tudela,50.0,Solar,2008-08-21,Navarra
Tudela,30.0,Solar,2008-08-21,Navarra
Tudela,30.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,40.0,Solar,2008-08-21,Navarra
Tudela,40.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,40.0,Solar,2008-08-21,Navarra
Tudela,30.0,Solar,2008-08-21,Navarra
Tudela,30.0,Solar,2008-08-21,Navarra
Tudela,40.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,40.0,Solar,2008-08-21,Navarra
Tudela,30.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,30.0,Solar,2008-08-21,Navarra
Tudela,30.0,Solar,2008-08-21,Navarra
Tudela,30.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,40.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,40.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,40.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,10.0,Solar,2008-08-21,Navarra
Tudela,40.0,Solar,2008-08-21,Navarra
Tudela,20.0,Solar,2008-08-21,Navarra
Olite,5.0,Solar,2008-09-22,Navarra
Olite,5.0,Solar,2008-09-22,Navarra
Olite,5.0,Solar,2008-09-22,Navarra
Olite,5.0,Solar,2008-09-22,Navarra
Olite,5.0,Solar,2008-09-22,Navarra
Olite,5.0,Solar,2008-09-22,Navarra
Olite,5.0,Solar,2008-09-22,Navarra
Olite,5.0,Solar,2008-09-22,Navarra
Olite,5.0,Solar,2008-09-22,Navarra
Olite,5.0,Solar,2008-09-22,Navarra
Olite,5.0,Solar,2008-09-22,Navarra
Olite,5.0,Solar,2008-09-22,Navarra
