_id,fecha_de_negociacion,producto_de_mibgas,precios_de_los_productos_mibgas
3017,2019-05-09,Producto diario D+1,14.81000
3018,2019-05-09,Producto mensual M+1,15.95000
3019,2019-05-09,Producto trimestral Q+1,16.95000
3020,2019-05-09,Producto anual Y+1,21.35000
3021,2019-05-10,Producto intradiario WD,14.78000
3022,2019-05-10,Producto diario D+1,14.56000
3023,2019-05-10,Producto mensual M+1,15.46000
3024,2019-05-10,Producto mensual M+2,16.25000
3025,2019-05-10,Producto trimestral Q+2,22.21000
3026,2019-05-11,Producto intradiario WD,14.37000
3027,2019-05-11,Producto diario D+1,14.35000
3028,2019-05-12,Producto intradiario WD,14.20000
3029,2019-05-12,Producto diario D+1,15.14000
3030,2019-05-13,Producto intradiario WD,15.10000
3031,2019-05-13,Producto diario D+1,15.06000
3032,2019-05-13,Producto mensual M+1,15.06000
3033,2019-05-13,Producto mensual M+2,15.84000
3034,2019-05-13,Producto trimestral Q+1,16.40000
3035,2019-05-13,Producto trimestral Q+2,21.38000
3036,2019-05-14,Producto intradiario WD,14.90000
3037,2019-05-14,Producto diario D+1,14.98000
3038,2019-05-14,Producto mensual M+1,14.77000
3039,2019-05-14,Producto mensual M+2,15.65000
3040,2019-05-14,Producto trimestral Q+1,15.95000
3041,2019-05-14,Producto trimestral Q+2,21.32000
3042,2019-05-15,Producto intradiario WD,15.15000
3043,2019-05-15,Producto diario D+1,14.78000
3044,2019-05-15,Producto mensual M+1,14.80000
3045,2019-05-16,Producto intradiario WD,14.26000
3046,2019-05-16,Producto diario D+1,14.22000
3047,2019-05-16,Producto mensual M+2,15.40000
3048,2019-05-17,Producto intradiario WD,13.78000
3049,2019-05-17,Producto diario D+1,13.80000
3050,2019-05-17,Producto mensual M+1,14.33000
3051,2019-05-17,Producto mensual M+2,15.03000
3052,2019-05-17,Producto trimestral Q+1,15.30000
3053,2019-05-18,Producto intradiario WD,14.11000
3054,2019-05-18,Producto diario D+1,14.29000
3055,2019-05-19,Producto intradiario WD,14.54000
3056,2019-05-19,Producto diario D+1,15.34000
3057,2019-05-20,Producto intradiario WD,15.52000
3058,2019-05-20,Producto diario D+1,15.37000
3059,2019-05-20,Producto mensual M+1,14.26000
3060,2019-05-20,Producto mensual M+2,15.02000
3061,2019-05-21,Producto intradiario WD,15.17000
3062,2019-05-21,Producto diario D+1,15.37000
3063,2019-05-21,Producto mensual M+1,14.01000
3064,2019-05-21,Producto mensual M+2,14.57000
3065,2019-05-22,Producto intradiario WD,15.91000
3066,2019-05-22,Producto diario D+1,15.71000
3067,2019-05-22,Producto mensual M+1,14.25000
3068,2019-05-22,Producto mensual M+2,14.67000
3069,2019-05-23,Producto intradiario WD,15.38000
3070,2019-05-23,Producto diario D+1,15.21000
3071,2019-05-23,Producto mensual M+1,14.06000
3072,2019-05-23,Producto mensual M+2,14.15000
3073,2019-05-24,Producto intradiario WD,13.93000
3074,2019-05-24,Producto diario D+1,13.39000
3075,2019-05-24,Producto mensual M+1,13.80000
3076,2019-05-24,Producto mensual M+2,14.14000
3077,2019-05-24,Producto trimestral Q+1,14.78000
3078,2019-05-25,Producto intradiario WD,13.62000
3079,2019-05-25,Producto diario D+1,13.76000
3080,2019-05-26,Producto intradiario WD,14.25000
3081,2019-05-26,Producto diario D+1,14.42000
3082,2019-05-27,Producto intradiario WD,14.02000
3083,2019-05-27,Producto diario D+1,14.17000
3084,2019-05-28,Producto intradiario WD,13.99000
3085,2019-05-28,Producto diario D+1,14.12000
3086,2019-05-28,Producto mensual M+1,13.93000
3087,2019-05-28,Producto trimestral Q+1,14.75000
3088,2019-05-28,Producto trimestral Q+2,20.15000
3089,2019-05-29,Producto intradiario WD,13.36000
3090,2019-05-29,Producto diario D+1,14.06000
3091,2019-05-29,Producto mensual M+1,13.87000
3092,2019-05-30,Producto intradiario WD,14.77000
3093,2019-05-30,Producto diario D+1,14.36000
3094,2019-05-30,Producto mensual M+1,13.64000
3095,2019-05-30,Producto mensual M+2,13.85000
3096,2019-05-31,Producto intradiario WD,15.24000
3097,2019-05-31,Producto diario D+1,14.11000
3098,2019-05-31,Producto mensual M+1,13.28000
3099,2019-05-31,Producto mensual M+2,13.40000
3100,2019-06-01,Producto intradiario WD,14.34000
3101,2019-06-01,Producto diario D+1,13.94000
3102,2019-06-02,Producto intradiario WD,14.56000
3103,2019-06-02,Producto diario D+1,14.85000
3104,2019-06-03,Producto intradiario WD,15.23000
3105,2019-06-03,Producto diario D+1,14.83000
3106,2019-06-03,Producto mensual M+1,13.57000
3107,2019-06-03,Producto mensual M+2,13.77000
3108,2019-06-03,Producto trimestral Q+1,14.10000
3109,2019-06-04,Producto intradiario WD,13.68000
3110,2019-06-04,Producto diario D+1,13.67000
3111,2019-06-04,Producto mensual M+1,14.05000
3112,2019-06-04,Producto mensual M+2,13.80000
3113,2019-06-05,Producto intradiario WD,13.17000
3114,2019-06-05,Producto diario D+1,13.28000
3115,2019-06-05,Producto mensual M+1,13.85000
3116,2019-06-05,Producto mensual M+2,13.93000
3117,2019-06-05,Producto trimestral Q+1,14.14000
3118,2019-06-05,Producto trimestral Q+2,19.50000
3119,2019-06-05,Producto anual Y+1,19.71000
3120,2019-06-06,Producto intradiario WD,12.74000
3121,2019-06-06,Producto diario D+1,12.86000
3122,2019-06-06,Producto mensual M+1,13.63000
3123,2019-06-06,Producto mensual M+2,13.63000
3124,2019-06-06,Producto trimestral Q+2,19.50000
3125,2019-06-06,Producto anual Y+1,19.70000
3126,2019-06-07,Producto intradiario WD,12.41000
3127,2019-06-07,Producto diario D+1,12.67000
3128,2019-06-07,Producto mensual M+2,13.86000
3129,2019-06-07,Producto trimestral Q+1,14.17000
3130,2019-06-08,Producto intradiario WD,13.23000
3131,2019-06-08,Producto diario D+1,13.17000
3132,2019-06-09,Producto intradiario WD,13.69000
3133,2019-06-09,Producto diario D+1,14.73000
3134,2019-06-10,Producto intradiario WD,14.12000
3135,2019-06-10,Producto diario D+1,13.79000
3136,2019-06-10,Producto mensual M+1,13.80000
3137,2019-06-10,Producto mensual M+2,14.02000
3138,2019-06-10,Producto trimestral Q+1,14.55000
3139,2019-06-11,Producto intradiario WD,13.39000
3140,2019-06-11,Producto diario D+1,13.79000
3141,2019-06-11,Producto mensual M+1,13.72000
3142,2019-06-11,Producto mensual M+2,13.83000
3143,2019-06-11,Producto trimestral Q+1,14.14000
3144,2019-06-12,Producto intradiario WD,13.97000
3145,2019-06-12,Producto diario D+1,13.65000
3146,2019-06-12,Producto mensual M+1,13.36000
3147,2019-06-12,Producto mensual M+2,13.68000
3148,2019-06-12,Producto trimestral Q+1,14.03000
3149,2019-06-13,Producto intradiario WD,13.43000
3150,2019-06-13,Producto diario D+1,13.42000
3151,2019-06-13,Producto mensual M+1,13.70000
3152,2019-06-13,Producto mensual M+2,13.87000
3153,2019-06-13,Producto trimestral Q+1,14.08000
3154,2019-06-14,Producto intradiario WD,13.50000
3155,2019-06-14,Producto diario D+1,13.04000
3156,2019-06-14,Producto mensual M+1,13.70000
3157,2019-06-15,Producto intradiario WD,13.31000
3158,2019-06-15,Producto diario D+1,13.32000
3159,2019-06-16,Producto intradiario WD,14.14000
3160,2019-06-16,Producto diario D+1,13.93000
3161,2019-06-17,Producto intradiario WD,13.64000
3162,2019-06-17,Producto diario D+1,13.39000
3163,2019-06-17,Producto mensual M+1,13.81000
3164,2019-06-17,Producto mensual M+2,13.75000
3165,2019-06-17,Producto trimestral Q+1,14.05000
3166,2019-06-18,Producto intradiario WD,12.96000
3167,2019-06-18,Producto diario D+1,13.23000
3168,2019-06-18,Producto mensual M+1,13.33000
3169,2019-06-18,Producto mensual M+2,13.72000
3170,2019-06-19,Producto intradiario WD,13.24000
3171,2019-06-19,Producto diario D+1,13.14000
3172,2019-06-19,Producto mensual M+1,13.11000
3173,2019-06-19,Producto mensual M+2,13.19000
3174,2019-06-20,Producto intradiario WD,13.23000
3175,2019-06-20,Producto diario D+1,13.08000
3176,2019-06-20,Producto mensual M+1,12.98000
3177,2019-06-20,Producto mensual M+2,13.32000
3178,2019-06-21,Producto intradiario WD,12.27000
3179,2019-06-21,Producto diario D+1,12.19000
3180,2019-06-21,Producto mensual M+1,12.99000
3181,2019-06-22,Producto intradiario WD,12.20000
3182,2019-06-22,Producto diario D+1,12.48000
3183,2019-06-23,Producto intradiario WD,11.95000
3184,2019-06-23,Producto diario D+1,13.45000
3185,2019-06-24,Producto intradiario WD,13.27000
3186,2019-06-24,Producto diario D+1,13.45000
3187,2019-06-24,Producto mensual M+1,13.50000
3188,2019-06-24,Producto mensual M+2,13.73000
3189,2019-06-24,Producto trimestral Q+1,14.00000
3190,2019-06-25,Producto intradiario WD,13.42000
3191,2019-06-25,Producto diario D+1,13.33000
3192,2019-06-25,Producto mensual M+1,13.34000
3193,2019-06-25,Producto mensual M+2,13.65000
3194,2019-06-25,Producto trimestral Q+1,13.80000
3195,2019-06-26,Producto intradiario WD,12.70000
3196,2019-06-26,Producto diario D+1,12.84000
3197,2019-06-26,Producto mensual M+1,13.33000
3198,2019-06-26,Producto trimestral Q+1,13.70000
3199,2019-06-27,Producto intradiario WD,12.85000
3200,2019-06-27,Producto diario D+1,13.28000
3201,2019-06-27,Producto mensual M+1,13.32000
3202,2019-06-27,Producto trimestral Q+1,13.94000
3203,2019-06-28,Producto intradiario WD,14.71000
3204,2019-06-28,Producto diario D+1,12.40000
3205,2019-06-28,Producto mensual M+1,13.24000
3206,2019-06-28,Producto mensual M+2,13.20000
3207,2019-06-28,Producto trimestral Q+2,18.20000
3208,2019-06-29,Producto intradiario WD,12.69000
3209,2019-06-29,Producto diario D+1,12.36000
3210,2019-06-30,Producto intradiario WD,12.67000
3211,2019-06-30,Producto diario D+1,13.16000
3212,2019-07-01,Producto intradiario WD,14.62000
3213,2019-07-01,Producto diario D+1,14.48000
3214,2019-07-01,Producto mensual M+1,13.52000
3215,2019-07-01,Producto mensual M+2,14.50000
3216,2019-07-01,Producto trimestral Q+1,18.40000
3217,2019-07-02,Producto intradiario WD,15.14000
3218,2019-07-02,Producto diario D+1,14.90000
3219,2019-07-02,Producto mensual M+1,13.87000
3220,2019-07-02,Producto mensual M+2,14.65000
3221,2019-07-03,Producto intradiario WD,15.65000
3222,2019-07-03,Producto diario D+1,14.92000
3223,2019-07-03,Producto mensual M+1,13.82000
3224,2019-07-03,Producto mensual M+2,14.54000
3225,2019-07-04,Producto intradiario WD,15.24000
3226,2019-07-04,Producto diario D+1,14.95000
3227,2019-07-04,Producto mensual M+1,13.93000
3228,2019-07-05,Producto intradiario WD,14.12000
3229,2019-07-05,Producto diario D+1,13.86000
3230,2019-07-05,Producto mensual M+1,13.67000
3231,2019-07-05,Producto mensual M+2,14.82000
3232,2019-07-06,Producto intradiario WD,13.80000
3233,2019-07-06,Producto diario D+1,14.01000
3234,2019-07-07,Producto intradiario WD,13.88000
3235,2019-07-07,Producto diario D+1,15.23000
3236,2019-07-08,Producto intradiario WD,14.26000
3237,2019-07-08,Producto diario D+1,14.28000
3238,2019-07-08,Producto mensual M+1,14.49000
3239,2019-07-08,Producto mensual M+2,15.43000
3240,2019-07-08,Producto anual Y+1,19.71000
3241,2019-07-09,Producto intradiario WD,13.43000
3242,2019-07-09,Producto diario D+1,14.16000
3243,2019-07-09,Producto mensual M+1,14.11000
3244,2019-07-09,Producto mensual M+2,15.00000
3245,2019-07-09,Producto trimestral Q+1,18.58000
3246,2019-07-09,Producto anual Y+1,20.10000
3247,2019-07-10,Producto intradiario WD,14.24000
3248,2019-07-10,Producto diario D+1,14.39000
3249,2019-07-10,Producto mensual M+1,13.92000
3250,2019-07-10,Producto mensual M+2,14.64000
3251,2019-07-10,Producto trimestral Q+1,18.75000
3252,2019-07-11,Producto intradiario WD,14.55000
3253,2019-07-11,Producto diario D+1,14.58000
3254,2019-07-11,Producto mensual M+1,14.72000
3255,2019-07-11,Producto anual Y+1,20.74000
3256,2019-07-12,Producto intradiario WD,14.87000
3257,2019-07-12,Producto diario D+1,14.40000
3258,2019-07-12,Producto mensual M+1,15.16000
3259,2019-07-12,Producto trimestral Q+1,19.97000
3260,2019-07-12,Producto anual Y+1,21.25000
3261,2019-07-13,Producto intradiario WD,14.98000
3262,2019-07-13,Producto diario D+1,14.29000
3263,2019-07-14,Producto intradiario WD,15.04000
3264,2019-07-14,Producto diario D+1,15.47000
3265,2019-07-15,Producto intradiario WD,15.37000
3266,2019-07-15,Producto diario D+1,15.53000
3267,2019-07-15,Producto mensual M+1,15.73000
3268,2019-07-15,Producto mensual M+2,16.45000
3269,2019-07-15,Producto anual Y+1,21.54000
3270,2019-07-16,Producto intradiario WD,16.04000
3271,2019-07-16,Producto diario D+1,15.67000
3272,2019-07-16,Producto mensual M+1,14.49000
3273,2019-07-16,Producto mensual M+2,15.38000
3274,2019-07-16,Producto mensual  M+3,18.75000
3275,2019-07-16,Producto trimestral Q+1,19.25000
3276,2019-07-16,Producto anual Y+1,20.53000
3277,2019-07-17,Producto intradiario WD,14.45000
3278,2019-07-17,Producto diario D+1,14.74000
3279,2019-07-17,Producto mensual M+1,13.92000
3280,2019-07-17,Producto mensual M+2,14.21000
3281,2019-07-17,Producto trimestral Q+1,18.56000
3282,2019-07-18,Producto intradiario WD,13.98000
3283,2019-07-18,Producto diario D+1,14.20000
3284,2019-07-18,Producto mensual M+1,13.57000
3285,2019-07-18,Producto mensual M+2,14.16000
3286,2019-07-19,Producto intradiario WD,13.77000
3287,2019-07-19,Producto diario D+1,13.35000
3288,2019-07-19,Producto mensual M+1,13.36000
3289,2019-07-19,Producto mensual M+2,14.22000
3290,2019-07-20,Producto intradiario WD,13.18000
3291,2019-07-20,Producto diario D+1,13.24000
3292,2019-07-21,Producto intradiario WD,14.15000
3293,2019-07-21,Producto diario D+1,15.40000
3294,2019-07-22,Producto intradiario WD,15.34000
3295,2019-07-22,Producto diario D+1,14.97000
3296,2019-07-22,Producto mensual M+1,13.39000
3297,2019-07-22,Producto mensual M+2,14.19000
3298,2019-07-22,Producto trimestral Q+1,19.10000
3299,2019-07-23,Producto intradiario WD,13.44000
3300,2019-07-23,Producto diario D+1,13.80000
3301,2019-07-23,Producto mensual M+1,12.86000
3302,2019-07-23,Producto mensual M+2,13.80000
3303,2019-07-24,Producto intradiario WD,13.51000
3304,2019-07-24,Producto diario D+1,13.61000
3305,2019-07-24,Producto mensual M+1,12.60000
3306,2019-07-24,Producto mensual M+2,13.40000
3307,2019-07-25,Producto intradiario WD,13.44000
3308,2019-07-25,Producto diario D+1,13.31000
3309,2019-07-25,Producto mensual M+1,11.89000
3310,2019-07-25,Producto mensual M+2,12.91000
3311,2019-07-26,Producto intradiario WD,12.84000
3312,2019-07-26,Producto diario D+1,11.34000
3313,2019-07-26,Producto mensual M+1,11.82000
3314,2019-07-26,Producto trimestral Q+1,17.77000
3315,2019-07-27,Producto intradiario WD,11.15000
3316,2019-07-27,Producto diario D+1,11.40000
3317,2019-07-28,Producto intradiario WD,11.37000
3318,2019-07-29,Producto intradiario WD,11.92000
3319,2019-07-29,Producto diario D+1,13.07000
3320,2019-07-29,Producto mensual M+1,11.59000
3321,2019-07-29,Producto mensual M+2,12.61000
3322,2019-07-30,Producto intradiario WD,11.47000
3323,2019-07-30,Producto diario D+1,11.79000
3324,2019-07-30,Producto mensual M+1,11.32000
3325,2019-07-30,Producto mensual M+2,12.58000
3326,2019-07-30,Producto mensual  M+3,14.50000
3327,2019-07-31,Producto intradiario WD,11.18000
3328,2019-07-31,Producto diario D+1,11.87000
3329,2019-07-31,Producto mensual M+1,11.64000
3330,2019-07-31,Producto mensual M+2,13.07000
3331,2019-08-01,Producto intradiario WD,13.38000
3332,2019-08-01,Producto diario D+1,12.47000
3333,2019-08-01,Producto mensual M+1,13.35000
3334,2019-08-01,Producto mensual M+2,15.08000
3335,2019-08-02,Producto intradiario WD,14.24000
3336,2019-08-02,Producto diario D+1,12.91000
3337,2019-08-02,Producto mensual M+1,13.47000
3338,2019-08-02,Producto mensual M+2,14.88000
3339,2019-08-03,Producto intradiario WD,13.32000
3340,2019-08-03,Producto diario D+1,13.23000
3341,2019-08-04,Producto intradiario WD,13.48000
3342,2019-08-04,Producto diario D+1,14.20000
3343,2019-08-05,Producto intradiario WD,13.70000
3344,2019-08-05,Producto diario D+1,13.68000
3345,2019-08-05,Producto mensual M+1,13.11000
3346,2019-08-06,Producto intradiario WD,13.22000
3347,2019-08-06,Producto diario D+1,13.05000
3348,2019-08-06,Producto trimestral Q+1,17.05000
3349,2019-08-07,Producto intradiario WD,13.41000
3350,2019-08-07,Producto diario D+1,13.19000
3351,2019-08-07,Producto mensual M+1,13.07000
3352,2019-08-08,Producto intradiario WD,12.56000
3353,2019-08-08,Producto diario D+1,12.61000
3354,2019-08-08,Producto mensual M+1,13.18000
3355,2019-08-08,Producto mensual M+2,15.08000
3356,2019-08-08,Producto anual Y+1,19.27000
3357,2019-08-09,Producto intradiario WD,12.06000
3358,2019-08-09,Producto diario D+1,12.33000
3359,2019-08-09,Producto mensual M+1,13.31000
3360,2019-08-09,Producto mensual M+2,15.12000
3361,2019-08-09,Producto trimestral Q+1,17.54000
3362,2019-08-09,Producto anual Y+1,19.45000
3363,2019-08-10,Producto intradiario WD,12.22000
3364,2019-08-10,Producto diario D+1,12.19000
3365,2019-08-11,Producto intradiario WD,11.22000
3366,2019-08-11,Producto diario D+1,11.80000
3367,2019-08-12,Producto intradiario WD,11.75000
3368,2019-08-12,Producto diario D+1,11.69000
3369,2019-08-12,Producto mensual M+1,12.94000
3370,2019-08-12,Producto mensual M+2,14.92000
3371,2019-08-13,Producto intradiario WD,11.65000
3372,2019-08-13,Producto diario D+1,11.67000
3373,2019-08-13,Producto mensual M+1,12.84000
3374,2019-08-13,Producto mensual M+2,14.88000
3375,2019-08-13,Producto trimestral Q+1,17.59000
3376,2019-08-14,Producto intradiario WD,11.50000
3377,2019-08-14,Producto diario D+1,11.37000
3378,2019-08-14,Producto mensual M+1,12.66000
3379,2019-08-14,Producto mensual M+2,14.68000
3380,2019-08-14,Producto anual Y+1,19.43000
3381,2019-08-15,Producto intradiario WD,11.08000
3382,2019-08-15,Producto diario D+1,11.41000
3383,2019-08-15,Producto mensual M+1,12.58000
3384,2019-08-16,Producto intradiario WD,11.43000
3385,2019-08-16,Producto diario D+1,11.22000
3386,2019-08-17,Producto intradiario WD,11.20000
3387,2019-08-17,Producto diario D+1,11.08000
3388,2019-08-18,Producto intradiario WD,10.87000
3389,2019-08-18,Producto diario D+1,11.67000
3390,2019-08-19,Producto intradiario WD,10.87000
3391,2019-08-19,Producto diario D+1,10.92000
3392,2019-08-19,Producto mensual M+1,12.26000
3393,2019-08-19,Producto mensual M+2,14.01000
3394,2019-08-19,Producto trimestral Q+1,16.71000
3395,2019-08-20,Producto intradiario WD,10.46000
3396,2019-08-20,Producto diario D+1,10.89000
3397,2019-08-20,Producto mensual M+1,12.50000
3398,2019-08-20,Producto mensual M+2,14.10000
3399,2019-08-21,Producto intradiario WD,10.79000
3400,2019-08-21,Producto diario D+1,10.89000
3401,2019-08-21,Producto mensual M+1,12.72000
3402,2019-08-22,Producto intradiario WD,11.29000
3403,2019-08-22,Producto diario D+1,11.11000
3404,2019-08-22,Producto mensual M+1,12.73000
3405,2019-08-23,Producto intradiario WD,11.54000
3406,2019-08-23,Producto diario D+1,10.92000
3407,2019-08-23,Producto mensual M+1,12.60000
3408,2019-08-23,Producto mensual M+2,13.90000
3409,2019-08-24,Producto intradiario WD,10.95000
3410,2019-08-24,Producto diario D+1,10.72000
3411,2019-08-25,Producto intradiario WD,10.37000
3412,2019-08-25,Producto diario D+1,11.50000
3413,2019-08-26,Producto intradiario WD,12.14000
3414,2019-08-26,Producto diario D+1,12.64000
3415,2019-08-26,Producto mensual M+1,12.80000
3416,2019-08-27,Producto intradiario WD,13.60000
3417,2019-08-27,Producto diario D+1,13.35000
3418,2019-08-27,Producto mensual M+1,12.49000
3419,2019-08-27,Producto mensual M+2,13.77000
3420,2019-08-27,Producto anual Y+1,18.74000
3421,2019-08-28,Producto intradiario WD,13.17000
3422,2019-08-28,Producto diario D+1,13.08000
3423,2019-08-28,Producto mensual M+1,12.49000
3424,2019-08-28,Producto mensual M+2,13.65000
3425,2019-08-29,Producto intradiario WD,13.57000
3426,2019-08-29,Producto diario D+1,12.91000
3427,2019-08-29,Producto mensual M+1,12.49000
3428,2019-08-29,Producto mensual M+2,13.90000
3429,2019-08-29,Producto anual Y+1,18.71000
3430,2019-08-30,Producto intradiario WD,13.55000
3431,2019-08-30,Producto diario D+1,11.58000
3432,2019-08-30,Producto mensual M+1,12.54000
3433,2019-08-30,Producto mensual M+2,14.20000
3434,2019-08-31,Producto intradiario WD,11.14000
3435,2019-08-31,Producto diario D+1,10.71000
3436,2019-09-01,Producto intradiario WD,10.97000
3437,2019-09-01,Producto diario D+1,11.10000
3438,2019-09-02,Producto intradiario WD,10.52000
3439,2019-09-02,Producto diario D+1,11.04000
3440,2019-09-02,Producto mensual M+1,13.38000
3441,2019-09-02,Producto anual Y+1,18.57000
3442,2019-09-03,Producto intradiario WD,11.86000
3443,2019-09-03,Producto diario D+1,10.67000
3444,2019-09-03,Producto mensual M+1,13.25000
3445,2019-09-04,Producto intradiario WD,10.95000
3446,2019-09-04,Producto diario D+1,10.14000
3447,2019-09-04,Producto mensual M+1,13.39000
3448,2019-09-04,Producto anual Y+1,18.54000
3449,2019-09-05,Producto intradiario WD,8.57000
3450,2019-09-05,Producto diario D+1,8.56000
3451,2019-09-05,Producto mensual M+1,13.24000
3452,2019-09-05,Producto trimestral Q+2,19.50000
3453,2019-09-06,Producto intradiario WD,8.82000
3454,2019-09-06,Producto diario D+1,8.28000
3455,2019-09-06,Producto mensual M+1,13.56000
3456,2019-09-06,Producto mensual M+2,17.00000
3457,2019-09-06,Producto anual Y+1,18.77000
3458,2019-09-07,Producto intradiario WD,9.26000
3459,2019-09-07,Producto diario D+1,9.10000
3460,2019-09-08,Producto intradiario WD,10.97000
3461,2019-09-08,Producto diario D+1,10.76000
3462,2019-09-09,Producto intradiario WD,11.38000
3463,2019-09-09,Producto diario D+1,10.69000
3464,2019-09-09,Producto mensual M+1,13.89000
3465,2019-09-10,Producto intradiario WD,9.39000
3466,2019-09-10,Producto diario D+1,9.81000
3467,2019-09-10,Producto mensual M+1,15.02000
3468,2019-09-10,Producto mensual  M+3,20.25000
3469,2019-09-10,Producto trimestral Q+1,17.84000
3470,2019-09-11,Producto intradiario WD,9.94000
3471,2019-09-11,Producto diario D+1,10.24000
3472,2019-09-11,Producto mensual M+1,15.26000
3473,2019-09-11,Producto trimestral Q+1,18.18000
3474,2019-09-11,Producto anual Y+1,20.00000
3475,2019-09-12,Producto intradiario WD,10.72000
3476,2019-09-12,Producto diario D+1,10.65000
3477,2019-09-12,Producto mensual M+1,15.37000
3478,2019-09-12,Producto mensual M+2,19.00000
3479,2019-09-13,Producto intradiario WD,12.11000
3480,2019-09-13,Producto diario D+1,10.95000
3481,2019-09-13,Producto mensual M+1,16.07000
3482,2019-09-14,Producto intradiario WD,10.98000
3483,2019-09-14,Producto diario D+1,11.03000
3484,2019-09-15,Producto intradiario WD,11.46000
3485,2019-09-15,Producto diario D+1,13.47000
3486,2019-09-16,Producto intradiario WD,14.61000
3487,2019-09-16,Producto diario D+1,14.30000
3488,2019-09-16,Producto mensual M+1,16.00000
3489,2019-09-16,Producto anual Y+1,20.55000
3490,2019-09-17,Producto intradiario WD,15.12000
3491,2019-09-17,Producto diario D+1,14.43000
3492,2019-09-17,Producto mensual M+1,15.24000
3493,2019-09-17,Producto anual Y+1,20.59000
3494,2019-09-18,Producto intradiario WD,14.82000
3495,2019-09-18,Producto diario D+1,14.27000
3496,2019-09-18,Producto mensual M+1,14.23000
3497,2019-09-19,Producto intradiario WD,14.88000
3498,2019-09-19,Producto diario D+1,13.80000
3499,2019-09-19,Producto mensual M+1,14.67000
3500,2019-09-19,Producto trimestral Q+1,17.92000
3501,2019-09-19,Producto anual Y+1,20.45000
3502,2019-09-20,Producto intradiario WD,13.62000
3503,2019-09-20,Producto diario D+1,11.20000
3504,2019-09-21,Producto intradiario WD,12.34000
3505,2019-09-21,Producto diario D+1,11.79000
3506,2019-09-22,Producto intradiario WD,11.66000
3507,2019-09-22,Producto diario D+1,12.80000
3508,2019-09-23,Producto intradiario WD,13.19000
3509,2019-09-23,Producto diario D+1,13.02000
3510,2019-09-23,Producto mensual M+1,13.77000
3511,2019-09-23,Producto mensual M+2,18.21000
3512,2019-09-24,Producto intradiario WD,13.40000
3513,2019-09-24,Producto diario D+1,13.37000
3514,2019-09-24,Producto mensual M+1,13.92000
3515,2019-09-24,Producto anual Y+1,19.99000
3516,2019-09-25,Producto intradiario WD,13.60000
3517,2019-09-25,Producto diario D+1,13.63000
3518,2019-09-25,Producto mensual M+1,13.64000
3519,2019-09-25,Producto mensual M+2,17.65000
3520,2019-09-25,Producto mensual  M+3,19.60000
3521,2019-09-25,Producto anual Y+1,19.69000
3522,2019-09-26,Producto intradiario WD,13.92000
3523,2019-09-26,Producto diario D+1,13.81000
3524,2019-09-26,Producto mensual M+1,13.93000
3525,2019-09-26,Producto mensual M+2,17.67000
3526,2019-09-26,Producto mensual  M+3,19.80000
3527,2019-09-26,Producto anual Y+1,19.90000
3528,2019-09-27,Producto intradiario WD,14.53000
3529,2019-09-27,Producto diario D+1,13.92000
3530,2019-09-27,Producto mensual M+1,14.04000
3531,2019-09-27,Producto mensual M+2,17.77000
3532,2019-09-28,Producto intradiario WD,13.42000
3533,2019-09-28,Producto diario D+1,13.73000
3534,2019-09-29,Producto intradiario WD,13.45000
3535,2019-09-29,Producto diario D+1,14.04000
3536,2019-09-30,Producto intradiario WD,14.02000
3537,2019-09-30,Producto diario D+1,13.05000
3538,2019-09-30,Producto mensual M+1,14.59000
3539,2019-09-30,Producto mensual M+2,17.59000
3540,2019-09-30,Producto trimestral Q+2,20.59000
3541,2019-10-01,Producto intradiario WD,11.53000
3542,2019-10-01,Producto diario D+1,10.96000
3543,2019-10-01,Producto mensual M+1,17.18000
3544,2019-10-01,Producto anual Y+1,19.87000
3545,2019-10-02,Producto intradiario WD,13.30000
3546,2019-10-02,Producto diario D+1,12.49000
3547,2019-10-02,Producto mensual M+1,17.00000
3548,2019-10-02,Producto mensual M+2,18.79000
3549,2019-10-02,Producto trimestral Q+1,20.08000
3550,2019-10-02,Producto anual Y+1,19.25000
3551,2019-10-03,Producto intradiario WD,12.31000
3552,2019-10-03,Producto diario D+1,13.39000
3553,2019-10-03,Producto mensual M+1,16.80000
3554,2019-10-03,Producto mensual M+2,18.84000
3555,2019-10-03,Producto trimestral Q+1,19.98000
3556,2019-10-03,Producto anual Y+1,19.13000
3557,2019-10-04,Producto intradiario WD,14.23000
3558,2019-10-04,Producto diario D+1,13.93000
3559,2019-10-04,Producto mensual M+1,16.60000
3560,2019-10-04,Producto mensual M+2,18.65000
3561,2019-10-04,Producto mensual  M+3,20.00000
3562,2019-10-04,Producto trimestral Q+1,19.72000
3563,2019-10-05,Producto intradiario WD,13.51000
3564,2019-10-05,Producto diario D+1,13.50000
3565,2019-10-06,Producto intradiario WD,13.81000
3566,2019-10-06,Producto diario D+1,14.58000
3567,2019-10-07,Producto intradiario WD,14.93000
3568,2019-10-07,Producto diario D+1,14.58000
3569,2019-10-07,Producto mensual M+1,16.30000
3570,2019-10-07,Producto mensual M+2,18.37000
3571,2019-10-07,Producto anual Y+1,18.96000
3572,2019-10-08,Producto intradiario WD,13.90000
3573,2019-10-08,Producto diario D+1,13.90000
3574,2019-10-08,Producto mensual M+2,18.40000
3575,2019-10-08,Producto trimestral Q+1,19.70000
3576,2019-10-08,Producto anual Y+1,18.90000
